percent,patient_angle,standard_angle,deviation,standard_lower_band,standard_upper_band,outside_standard_band
54.0,6.732544,35.417253,-28.684709,10.944281,51.092541,True
55.0,4.622627,30.49895,-25.876323,5.5002,43.092912,True
56.0,5.988169,30.546894,-24.558725,4.219388,44.350583,False
57.0,6.591774,36.000185,-29.408411,5.569349,54.909065,False
58.0,6.554538,45.70551,-39.150972,14.844803,70.945816,True
59.0,10.099538,56.636713,-46.537175,33.523698,83.046038,True
60.0,15.15997,65.62164,-50.46167,50.368005,95.278353,True
61.0,17.316663,70.792682,-53.476019,57.081152,100.800855,True
62.0,17.587492,71.603369,-54.015877,54.655899,95.671781,True
63.0,17.456408,67.784341,-50.327933,49.093993,88.407046,True
64.0,14.085136,60.577197,-46.492061,42.623786,82.052823,True
65.0,9.078732,52.13424,-43.055508,32.918663,74.537414,True
66.0,6.786857,43.8617,-37.074843,19.846455,65.964111,True
67.0,7.276957,37.03439,-29.757433,11.385903,54.512208,True
68.0,6.870368,33.074474,-26.204106,7.720914,47.054718,True
69.0,7.178626,33.426826,-26.2482,5.555072,50.848437,False
70.0,10.145755,38.294065,-28.14831,7.303222,60.553698,False
71.0,12.69357,47.216841,-34.523271,17.996936,71.337155,True
72.0,12.369136,56.887266,-44.51813,33.885562,80.684932,True
73.0,12.58178,64.794121,-52.212341,51.393949,92.609444,True
74.0,11.391788,69.575244,-58.183456,55.744287,97.363474,True
75.0,8.164632,70.466776,-62.302144,53.360637,93.564835,True
76.0,5.193216,66.713408,-61.520192,46.83401,90.311315,True
77.0,5.502298,60.136019,-54.633721,41.323903,82.16191,True
78.0,6.99928,52.453172,-45.453892,32.672961,73.796749,True
79.0,7.272634,44.429851,-37.157217,22.227947,65.105921,True
80.0,10.135184,37.703698,-27.568514,13.289931,56.807076,True
81.0,14.300962,33.476463,-19.175501,6.853031,50.059077,False
82.0,15.185628,32.361909,-17.176281,4.603406,51.620885,False
83.0,13.820367,34.847334,-21.026967,6.576836,57.620519,False
84.0,13.8553,40.143233,-26.287933,12.264944,63.923388,False
85.0,11.229427,46.00971,-34.780283,22.431356,72.519896,True
86.0,7.394975,49.788479,-42.393504,28.948949,80.922155,True
87.0,6.396646,49.699959,-43.303313,28.821877,86.067183,True
88.0,8.315387,44.875922,-36.560535,19.77923,82.205817,True
89.0,9.601494,36.988354,-27.38686,9.891615,65.411517,True
90.0,8.593199,28.028554,-19.435355,3.341086,43.36979,False
91.0,9.077351,20.308083,-11.230732,-1.308801,32.304222,False
92.0,11.4717,15.297961,-3.826261,-2.773652,28.064713,False
93.0,12.473546,13.178503,-0.704957,-5.058983,29.839323,False
94.0,11.264451,12.53384,-1.269389,-5.532228,30.734137,False
95.0,11.038177,12.346814,-1.308637,-5.713686,31.229988,False
96.0,9.458699,12.071157,-2.612458,-5.207774,29.756563,False
97.0,6.12203,11.648921,-5.526891,-2.654053,26.074853,False
98.0,4.204096,11.285829,-7.081733,0.951296,21.072472,False
99.0,4.244696,11.038688,-6.793992,2.623607,18.355945,False
100.0,5.351941,10.814784,-5.462843,2.860722,19.024663,False
