percent,patient_angle,standard_angle,deviation,standard_lower_band,standard_upper_band,outside_standard_band
0.0,14.284299,13.44889,0.835409,1.184604,15.964627,False
1.0,14.213573,17.306806,-3.093233,-0.19091,25.463696,False
2.0,14.150603,22.084621,-7.934018,-0.236306,38.507627,False
3.0,14.042058,31.437821,-17.395763,4.16381,53.597296,False
4.0,13.965133,42.127356,-28.162223,15.500343,66.891426,True
5.0,13.919873,52.726147,-38.806274,32.40299,78.278238,True
6.0,13.91382,61.679967,-47.766147,47.654179,84.513961,True
7.0,13.924181,67.909626,-53.985445,58.504279,85.75495,True
8.0,13.814566,70.651296,-56.83673,63.468072,83.831235,True
9.0,13.335817,70.022703,-56.686886,62.530896,82.157461,True
10.0,11.171706,66.366345,-55.194639,58.143296,79.954632,True
11.0,10.064697,60.165826,-50.101129,49.883192,75.999016,True
12.0,11.883706,51.959538,-40.075832,37.188526,70.507122,True
13.0,16.067983,42.511556,-26.443573,24.597463,60.696656,True
14.0,21.211373,33.167344,-11.955971,14.786309,47.839173,False
15.0,26.872814,25.961016,0.911798,9.405801,34.212304,False
16.0,32.486932,22.946641,9.540291,8.207888,24.232194,True
17.0,36.919783,25.941607,10.978176,7.446949,28.185421,True
18.0,36.902506,34.597531,2.304975,7.170926,47.979448,False
19.0,33.383897,46.861258,-13.477361,17.281911,75.293225,False
20.0,32.398338,59.555114,-27.156776,36.586218,93.591134,True
21.0,29.374312,69.74994,-40.375628,59.078573,95.998779,True
22.0,25.553374,75.148886,-49.595512,70.440568,92.130363,True
23.0,27.198534,75.181932,-47.983398,71.465524,85.633103,True
24.0,34.700679,70.43252,-35.731841,63.615156,82.94944,True
25.0,40.472141,62.249976,-21.777835,50.964899,79.542916,True
26.0,45.954608,52.377713,-6.423105,36.589578,70.993657,False
27.0,50.754885,41.958103,8.796782,22.552864,58.192622,False
28.0,50.236184,32.782012,17.454172,13.246268,45.129733,True
29.0,43.031534,27.529982,15.501552,9.200322,33.168169,True
30.0,36.483336,27.842549,8.640787,8.938475,29.808433,True
31.0,31.121862,34.189874,-3.068012,8.460466,46.602471,False
32.0,25.157304,44.931027,-19.773723,13.366677,70.504475,False
33.0,21.0989,56.933001,-35.834101,32.304258,89.544989,True
34.0,22.65933,67.192615,-44.533285,51.71708,98.062942,True
35.0,28.244691,73.509339,-45.264648,61.764317,97.002335,True
36.0,36.838416,74.471299,-37.632883,66.938623,90.720456,True
37.0,44.713913,70.18991,-25.475997,63.440579,83.597811,True
38.0,50.952074,62.484766,-11.532692,50.394099,81.074749,False
39.0,54.6648,52.547292,2.117508,34.751961,72.214165,False
40.0,50.254515,42.107518,8.146997,21.563785,60.151434,False
41.0,40.076612,32.637795,7.438817,10.98141,47.302927,False
42.0,31.636081,27.197245,4.438836,5.665197,36.975457,False
43.0,23.97691,27.435852,-3.458942,6.575971,30.195645,False
44.0,17.535045,33.429132,-15.894087,9.405289,43.155337,False
45.0,18.413457,43.659477,-25.24602,16.190181,67.911109,False
46.0,25.644097,55.349218,-29.705121,29.405476,88.811661,True
47.0,35.212516,65.301663,-30.089147,47.428204,97.515902,True
48.0,46.409831,71.161659,-24.751828,55.808622,97.860398,True
49.0,54.916463,72.295035,-17.378572,57.531992,94.553085,True
50.0,58.86359,68.766769,-9.903179,56.912044,85.789212,False
51.0,58.162817,61.930986,-3.768169,50.060519,79.490378,False
52.0,50.319724,52.92616,-2.606436,35.444976,74.216467,False
53.0,38.422479,43.515346,-5.092867,21.937416,63.37377,False
54.0,29.745081,35.417253,-5.672172,10.944281,51.092541,False
55.0,21.453224,30.49895,-9.045726,5.5002,43.092912,False
56.0,15.132529,30.546894,-15.414365,4.219388,44.350583,False
57.0,14.610138,36.000185,-21.390047,5.569349,54.909065,False
58.0,20.384382,45.70551,-25.321128,14.844803,70.945816,False
59.0,28.186873,56.636713,-28.44984,33.523698,83.046038,True
60.0,37.66111,65.62164,-27.96053,50.368005,95.278353,True
61.0,45.344507,70.792682,-25.448175,57.081152,100.800855,True
62.0,50.11791,71.603369,-21.485459,54.655899,95.671781,True
63.0,51.852977,67.784341,-15.931364,49.093993,88.407046,False
64.0,46.947717,60.577197,-13.62948,42.623786,82.052823,False
65.0,38.054597,52.13424,-14.079643,32.918663,74.537414,False
66.0,31.205677,43.8617,-12.656023,19.846455,65.964111,False
67.0,24.990783,37.03439,-12.043607,11.385903,54.512208,False
68.0,19.50836,33.074474,-13.566114,7.720914,47.054718,False
69.0,20.763192,33.426826,-12.663634,5.555072,50.848437,False
70.0,28.43357,38.294065,-9.860495,7.303222,60.553698,False
71.0,35.916853,47.216841,-11.299988,17.996936,71.337155,False
72.0,42.580458,56.887266,-14.306808,33.885562,80.684932,False
73.0,48.233098,64.794121,-16.561023,51.393949,92.609444,True
74.0,51.404665,69.575244,-18.170579,55.744287,97.363474,True
75.0,48.957209,70.466776,-21.509567,53.360637,93.564835,True
76.0,41.625819,66.713408,-25.087589,46.83401,90.311315,True
77.0,35.22666,60.136019,-24.909359,41.323903,82.16191,True
78.0,29.033719,52.453172,-23.419453,32.672961,73.796749,True
79.0,22.817857,44.429851,-21.611994,22.227947,65.105921,False
80.0,22.269837,37.703698,-15.433861,13.289931,56.807076,False
81.0,29.32595,33.476463,-4.150513,6.853031,50.059077,False
82.0,37.728299,32.361909,5.36639,4.603406,51.620885,False
83.0,44.88103,34.847334,10.033696,6.576836,57.620519,False
84.0,50.562349,40.143233,10.419116,12.264944,63.923388,False
85.0,53.34158,46.00971,7.33187,22.431356,72.519896,False
86.0,51.65183,49.788479,1.863351,28.948949,80.922155,False
87.0,45.580498,49.699959,-4.119461,28.821877,86.067183,False
88.0,37.983762,44.875922,-6.89216,19.77923,82.205817,False
89.0,31.955131,36.988354,-5.033223,9.891615,65.411517,False
90.0,24.863762,28.028554,-3.164792,3.341086,43.36979,False
91.0,19.752084,20.308083,-0.555999,-1.308801,32.304222,False
92.0,21.390107,15.297961,6.092146,-2.773652,28.064713,False
93.0,28.921367,13.178503,15.742864,-5.058983,29.839323,False
94.0,36.361758,12.53384,23.827918,-5.532228,30.734137,True
95.0,43.45517,12.346814,31.108356,-5.713686,31.229988,True
96.0,48.460694,12.071157,36.389537,-5.207774,29.756563,True
97.0,50.046403,11.648921,38.397482,-2.654053,26.074853,True
98.0,45.640606,11.285829,34.354777,0.951296,21.072472,True
99.0,43.197243,11.038688,32.158555,2.623607,18.355945,True
100.0,40.487046,10.814784,29.672262,2.860722,19.024663,True
